ID,House Request,Senate Request,Pre-reduction Amt. (Omni),Final Amount,Budget Request,Description,City/Location,County,State,Bill,Bill Section,Bill Subsection,Project Heading (Defense Bill Only),House Requesting Member(s),House Party,House State,Dist.,Senate Requesting Member(s),Senate Party,Senate State,Presidential Earmarks,Undisclosed,Intended Recipient or Location,Notes,is_pork
,"$2,500,000",,,"$2,000,000",,USJFCOM's Join Warfighting Center (JWFC) Joint Training Blended Learning Initiative,Chantilly,,VA,Defense,RDTE,Defense Wide,Training Transformation (T2),Visclosky,D,IN,1,,,,,,Applied Global Technologies,,
,"$2,500,000",,,"$2,000,000",,Building 641 (AFIT),Wright-Patterson AFB,,OH,Defense,Operation and Maintenance,Air Force,"Facilities sustainment, restoration and modernization",Hobson,R,OH,,,,,,,Air Force Institute of Technology,,
,"$4,000,000",,,"$3,200,000",,Navy Shore Infrastructure Transformation (NSIT),Bremerton,,WA,Defense,Operation and Maintenance,Navy,Base Operating Support; Servicewide transportation,Dicks,D,WA,,,,,,,Concurrent Technologies Corporation,,
,"$15,000,000",,,"$10,000,000",,Intrepid Foundation,,,UNK,Defense,General Provisions,,Section 8075,Maloney,D,NY,14,,,,,,,No letter,
,"$1,000,000",,,"$1,000,000",,Passive Walking Beam Tracked Platform for Unmanned Ground Vehicles,Karlstad,,MN,Defense,RDTE,Army,"Simulation & Modeling for Acquisition, Requirements, & Training (SMART)","Peterson, Collin",D,MN,,,,,,,"MATTRACKS, Inc.",,
,"$1,000,000",,,"$1,000,000",,Joint Integrated Systems for Advanced Digital Networking (JIST-NET),El Cajon,,CA,Defense,RDTE,Navy,Satellite Communications (SPACE),Hunter,R,CA,,,,,,,San Diego DEFCOMM,,
,,"$2,000,000",,"$2,000,000",,Reconfigurable Electronics and Non-Volatile Memory Research,,,UNK,Defense,RDTE,Air Force,Space Technology,,,,,Craig; Crapo,R; R,ID; ID,,,,,
,"$2,500,000",,,"$2,000,000",,Biodegradable Soil Penetrant Dust Palliative for Land Surfaces,Merrillville,,IN,Defense,Operation and Maintenance,Army Reserve National Guard,undistributed,Visclosky,D,IN,1,,,,,,"Monosol, LLC",,
,"$5,500,000",,,"$4,400,000",,EFSS Projectile Technology Enhancements-USMC,St Petersburg,,FL,Defense,RDTE,Navy,Marine Corps Ground Combat/Supporting Arms System,"Latham; Platts; Young, Bill",R; R; R,IA; PA; FL,,,,,,,General Dynamics Ordance and Tactical Systems,,
,,"$4,000,000",,"$3,200,000",,Massively Parallel Optical Interconnects for Microsatellite Applications,,,UNK,Defense,RDTE,Defense Wide,Ballistic Missile Defense Technology,,,,,Ensign; Reid,R; D,NV; NV,,,,,
,,"$2,000,000",,"$1,900,000",,Heuristic Internet Protocol Packet Inspection Engine,,,UNK,Defense,RDTE,Army,Distributed Common Ground/Surface Systems,Akin,R,MO,,Bond,R,MO,,,,,
,,"$3,500,000",,"$2,800,000",,Organic Submarine Airborne ISRT Demonstration,,,UNK,Defense,RDTE,Navy,Advanced Submarine System Development,,,,,Reed,D,RI,,,,,
,,"$8,000,000",,"$8,000,000",,Hybrid Engine Development Program for the Tactical Wheeled Vehicle Fleet,,,UNK,Defense,RDTE,Army,Combat Vehicle and Automotive Advanced Technology,,,,,Levin,D,MI,,,,,
,"$4,000,000",,,"$4,000,000",,Micro-munitions Interface for Tactical Unmanned Systems,Grand Rapids,,MI,Defense,RDTE,Navy,Tactical Unmanned Aerial Vehicles,Ehlers,R,MI,,Levin; Stabenow,D; D,MI; MI,,,Smiths Aerospace,,
,"$2,000,000",,,"$1,600,000",,Carrier/LHA SSDS Open Architecture and Security Upgrades,Johnstown,,PA,Defense,Other Procurement,Navy,Navy Tactical Data System,Murtha,D,PA,,,,,,,"DRS, Inc.",,
,"$1,000,000",,,"$800,000",,Deep Extended Echo Ranging (DEER),Warminster,,PA,Defense,RDTE,Navy,Acoustic Search Sensors,"Murphy, Patrick",D,PA,8,Casey,D,PA,,,Navmar Applied Sciences Corporation,,
,,"$2,000,000",,"$1,600,000",,"Improved Chemical, Biological, and Radiological Filters",,,UNK,Defense,RDTE,Defense Wide,Chemical and Biological Defense Program-Advanced Development,,,,,Warner; Webb,R; D,VA; VA,,,,,
,"$3,000,000",,,"$2,400,000",,Radio Frequency Identification (RFID) SMART Container; Passive tags dynamically updating active tag,Dulles,,VA,Defense,Operation and Maintenance,Navy,Base Operations Support,"Davis, Tom",R,VA,,,,,,,Odin Technologies,,
,"$1,500,000",,,"$1,200,000",,Secure Mobile MANET System,Westlake,,OH,Defense,RDTE,Army,Combat Vehicle and Automotive Technology,"Kaptur; Ryan, Tim",D; D,OH; OH,,,,,,,Western DataCom,,
,"$5,000,000",,,"$4,500,000",,Next Generation Supercomputer IA Prototype for the NRL,Chippewa Falls,,WI,Defense,RDTE,Defense Wide,Microelectronic Technology Development and Support,Obey,D,WI,7,,,,,,SGI,,
,,"$1,000,000",,"$1,000,000",,Knowledge Driven Manufacturing System (KDMS),,,UNK,Defense,RDTE,Army,Weapons and Munitions Advanced Technology,McCollum,D,MN,,Coleman; Klobuchar,R; D,MN; MN,,,,,
,"$4,000,000",,,"$3,200,000",,Digital Deployed Training Campus (DDTC) for the Air National Guard,New York,,NY,Defense,Other Procurement,Air Force,Standard Boats,Maloney,D,NY,14,,,,,,L-3 Communications,,
,"$3,000,000",,,"$2,400,000",,Pure Hydrogen Supply from Logistic Fuels,Ivyland,,PA,Defense,RDTE,Navy,Force Protection Advanced Technology,"Murphy, Patrick",D,PA,8,Casey,D,PA,,,"Power + Energy, Inc.",,
,"$1,000,000",,,"$800,000",,Vehicle Emergency Escape Window,Butler,,PA,Defense,Other Procurement,Army,High Mobility Multi-Purpose Wheeled Vehicle (HMMWV),Altmire,D,PA,,,,,,,Ibis Tek,,
,"$2,000,000",,,"$1,600,000",,"Center for Nonproliferation Studies, Monterey Institute for International Affairs",Monterey,,CA,Defense,RDTE,Defense Wide,Weapons of Mass Destruction Defeat Technologies,Berman,D,CA,,,,,,,"Center for Nonproliferation Studies, Monterey Institute for International Affairs",,
,"$1,900,000",,,"$1,520,000",,Simulation and Design of Large Electromagnetic Systems,Huntsville; Chattanooga,,AL; TN,Defense,RDTE,Army,Army Missile Defense System Integration (Space),Wamp,R,TN,3,,,,,,University of Tennessee SimCenter at Chattanooga; Radiance Technology,,
,"$300,000",,"$292,000","$286,899",,"Morehead State University, Morehead, KY to improve rural health",Morehead,,KY,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration,,"Rogers, Harold",R,KY,,,,,,,,,
,,"$7,000,000",,"$5,600,000",,High Performance Computing Infrastructure Enhancement,,,UNK,Defense,RDTE,Defense Wide,High Performance Computing Modernization Program,,,,,Lott,R,MS,,,,,
,"$300,000","$600,000","$410,000","$403,000",$0,San Francisco Bay to Stockton,,,CA,Energy & Water,Corps of Engineers,"Construction, General",,McNerney; Tauscher,D; D,CA; CA,,Feinstein,D,CA,,,,,
,,,$0,$0,$0,"Mud Creek, Great South Bay",,,NY,Energy & Water,Corps of Engineers,Continuing Authorities Program; Aquatic Ecosystem Restoration (Section 206),,"Bishop, Timothy",D,NY,,Clinton; Schumer,D; D,NY; NY,,,,"$20,321,000 out of $30,000,000 allocated for this program was earmarked to specific projects; projects with unspecified funding levels are second priority for remaining funds. Senate included this project but with an unspecified funding amount.",
,"$2,500,000","$1,000,000","$1,635,000","$1,609,000",$0,"Port Of Los Angeles Channel Deepening, CA",,,CA,Energy & Water,Corps of Engineers,"Construction, General",,Roybal-Allard,D,CA,,Boxer; Feinstein,D; D,CA; CA,,,,,
,,"$500,000","$500,000","$492,000",$0,"Nevada Cancer Institute, support research of cellular antigens and nuclei acids",Las Vegas,,NV,Energy & Water,Department of Energy,Congressionally Directed Science projects,,,,,,Reid,D,NV,,,,,
,"$1,500,000","$200,000","$1,000,000","$984,000","$200,000",San Jose Area Water Reclamation And Reuse Program,,,CA,Energy & Water,Bureau of Reclamation,Water and Related Resources,,Honda; Lofgren,D; D,CA; CA,,,,,President and Member(s),,,,
,,,$0,$0,$0,Blue Hole Lake State Park,,,NM,Energy & Water,Corps of Engineers,Continuing Authorities Program; Aquatic Ecosystem Restoration (Section 206),,,,,,Bingaman; Domenici,D; R,NM; NM,,,,"$20,321,000 out of $30,000,000 allocated for this program was earmarked to specific projects; projects with unspecified funding levels are second priority for remaining funds. Senate included this project but with an unspecified funding amount.",
,"$1,000,000",,"$475,000","$467,000",,"Huron Harbor, Ohio",,,OH,Energy & Water,Corps of Engineers,Operation & Maintenance,,Kaptur,D,OH,,,,,,,,,
,"$800,000","$3,000,000","$1,717,000","$1,690,000",$0,Rio De Flag Flagstaff,,,AZ,Energy & Water,Corps of Engineers,"Construction, General",,Pastor; Renzi,D; R,AZ; AZ,,Kyl,R,AZ,,,,,
,,"$7,815,000","$7,515,000","$7,515,000",,Cochiti Lake,,,NM,Energy & Water,Corps of Engineers,Operation & Maintenance,,"Udall, Tom",D,NM,3,Bingaman; Domenici,D; R,NM; NM,,O & M-Disclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",
,,,$0,$0,$0,Gerritsen Creek,Brooklyn,,NY,Energy & Water,Corps of Engineers,Continuing Authorities Program; Aquatic Ecosystem Restoration (Section 206),,Weiner,D,NY,9,Clinton; Schumer,D; D,NY; NY,,,,"$20,321,000 out of $30,000,000 allocated for this program was earmarked to specific projects; projects with unspecified funding levels are second priority for remaining funds. Senate included this project but with an unspecified funding amount.",
,"$1,000,000","$400,000","$1,000,000","$984,000",,Nanosystems Initiative at the University of Rochester (NY),,,NY,Energy & Water,Department of Energy,Congressionally Directed Science projects,,Slaughter,D,NY,,Clinton; Schumer,D; D,NY; NY,,,,Includes biosensor and fuel cell earmark included in the Senate bill.,
,,"$1,644,000","$1,546,000","$1,546,000",,Carr Creek Lake,,,KY,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",
,"$150,000",,"$150,000","$148,000",,Kotzebue Electric Wind Power System (AK),,,AK,Energy & Water,Department of Energy,Congressionally Directed Energy Efficiency and Renewable Energy Projects,,"Young, Don",R,AK,,Murkowski; Stevens,R; R,AK; AK,,,,,
,"$4,200,000","$10,000,000","$10,000,000","$9,840,000",$0,Fort Peck Reservation/ Dry Prairie Rural Water System,,,MT,Energy & Water,Bureau of Reclamation,Water and Related Resources,,Rehberg,R,MT,,Baucus; Tester,D; D,MT; MT,,,,,
,,"$1,838,000","$1,728,000","$1,728,000",,Green River Lake,,,KY,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",
,"$1,500,000",,$0,$0,$0,"Fort Randall Dam S Powerhouse, SD (Rehab)",,,SD,Energy & Water,Corps of Engineers,"Construction, General",,Programmatic,D; R,,,,,,,,,,
,"$250,000",,"$125,000","$123,000",$0,Rancho Water District,,,CA,Energy & Water,Bureau of Reclamation,Water and Related Resources,,Bono Mack; Issa,R; R,CA; CA,,,,,,,,,
,,"$2,462,000","$2,315,000","$2,315,000",,Black Butte Lake,,,CA,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",
,"$8,000,000",,"$8,000,000","$7,872,000",$0,"Northern Wisconsin, WI",,,WI,Energy & Water,Corps of Engineers,"Construction, General",,Obey,D,WI,7,,,,,,,,
,,"$25,000","$24,000","$24,000",,Salem River,,,NJ,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",
,,"$2,019,000","$1,898,000","$1,898,000",,Gathright Dam and Lake Moomaw,,,VA,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",
,,"$1,730,000","$1,626,000","$1,626,000",,John W. Flannagan Dam and Reservoir,,,VA,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",
,"$2,000,000",,"$1,000,000","$984,000",$0,"John T Myers Locks And Dams, IN & KY",,,IN; KY,Energy & Water,Corps of Engineers,"Construction, General",,Ellsworth,D,IN,,,,,,,,,
,,"$585,000","$550,000","$550,000",,Salt Creek and Tributaries,,,NE,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",
,"$300,000","$450,000","$346,000","$340,000","$300,000",California Coast Sediment Master Plan,,,CA,Energy & Water,Corps of Engineers,General Investigations,,Harman; Waxman,D; D,CA; CA,,Feinstein,D,CA,President and Member(s),,,,
,,"$3,175,000","$2,985,000","$2,985,000",,Kaskaskia River Navigation,,,IL,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",
,,"$250,000","$250,000","$246,000",$0,"Center for Nanomedicine at University of Maryland, research into new nanoconstructs",Baltimore,,MD,Energy & Water,Department of Energy,Congressionally Directed Science projects,,Cummings; Sarbanes,D; D,MD; MD,,Cardin; Mikulski,D; D,MD; MD,,,,,
,"$4,987,000","$4,987,000","$4,987,000","$4,907,000","$4,987,000",San Luis Valley Project,,,CO,Energy & Water,Bureau of Reclamation,Water and Related Resources,,,,,,,,,President-Solo,,,,
,"$915,000","$915,000","$915,000","$900,000","$915,000",South/Central Arizona Investigations Program,,,AZ,Energy & Water,Bureau of Reclamation,Water and Related Resources,,,,,,,,,President-Solo,,,,
,,"$500,000","$475,000","$475,000",,Caruthersville Harbor,,,MO,Energy & Water,Corps of Engineers,Operation & Maintenance,,Emerson,R,MO,,Bond,R,MO,,O & M-Disclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",
,"$60,000","$260,000","$260,000","$256,000","$60,000",Kahuku,,,HI,Energy & Water,Corps of Engineers,General Investigations,,Hirono,D,HI,,Inouye,D,HI,President and Member(s),,,,
,,"$150,000","$100,000","$98,000",$0,"Stony Brook, Millstone River Basin",,,NJ,Energy & Water,Corps of Engineers,General Investigations,,Ferguson,R,NJ,,Lautenberg; Menendez,D; D,NJ; NJ,,,,,
,"$100,000",,$0,$0,$0,Mokelumne River Regional Water Storage,,,CA,Energy & Water,Bureau of Reclamation,Water and Related Resources,,McNerney,D,CA,11,,,,,,,,
,,"$200,000","$87,000","$86,000",$0,San Diego County Samp,,,CA,Energy & Water,Corps of Engineers,General Investigations,,Filner,D,CA,,Feinstein,D,CA,,,,,
,"$23,761,000","$21,528,000","$21,882,000","$21,532,000","$21,528,000",Sacramento River Bank Protection Project,,,CA,Energy & Water,Corps of Engineers,"Construction, General",,Herger; Lungren; Matsui,R; R; D,CA,,Feinstein,D,CA,President and Member(s),,,,
,"$3,000,000",,"$3,000,000","$2,952,000",$0,San Gabriel Basin Restoration Fund,,,CA,Energy & Water,Bureau of Reclamation,Water and Related Resources,,Dreier; Napolitano; Roybal-Allard,R; D; D,CA; CA; CA,,,,,,,,,
,,"$225,000","$132,000","$130,000",$0,Grand (Neosho) River Basin Watershed,,,AR; KS; OK,Energy & Water,Corps of Engineers,General Investigations,,Boyda,D,KS,,Roberts,R,KS,,,,,
,,"$3,047,000","$2,865,000","$2,865,000",,Grapevine Lake,,,TX,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",
,,"$572,000","$538,000","$538,000",,Stillwater Lake,,,PA,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",
,"$3,193,000","$2,793,000","$3,163,000","$3,112,000",,"San Francisco Bay Harbor, California",,,CA,Energy & Water,Corps of Engineers,Operation & Maintenance,,Lantos; Pelosi,D; D,CA; CA,,,,,,,,"House directed $400,000 to be used on the Ocean Beach Renourishment Project",
,"$1,000,000",,"$500,000","$492,000",$0,"Southeastern Pennsylvania; Tacony Creek, Philadelphia",,,PA,Energy & Water,Corps of Engineers,"Construction, General",,Fattah; Schwartz,D; D,PA; PA,,,,,,,,"Subset of $790,000 provided for Southeastern Pennsylvania",
,,,$0,$0,$0,Duck Creek,Davenport,,IA,Energy & Water,Corps of Engineers,Continuing Authorities Program; Aquatic Ecosystem Restoration (Section 206),,,,,,Grassley,R,IA,,,,"$20,321,000 out of $30,000,000 allocated for this program was earmarked to specific projects; projects with unspecified funding levels are second priority for remaining funds. Senate included this project but with an unspecified funding amount.",
,"$5,480,000","$3,680,000","$5,480,000","$5,480,000",,Burns Waterway Harbor,,,IN,Energy & Water,Corps of Engineers,Operation & Maintenance,,Visclosky,D,IN,1,,,,,O & M-Disclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",
,,"$1,587,000","$1,492,000","$1,492,000",,Laurel River Lake,,,KY,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",
,"$5,000,000","$6,000,000","$6,000,000","$5,904,000",$0,Rocky Boys/North Central Montana Regional Water,,,MT,Energy & Water,Bureau of Reclamation,Water and Related Resources,,Rehberg,R,MT,,Baucus; Tester,D; D,MT; MT,,,,,
,"$4,250,000","$4,250,000","$4,250,000","$4,182,000",,San Joaquin River Salinity Management,,,CA,Energy & Water,Bureau of Reclamation,California Bay-Delta Restoration,,Cardoza,D,CA,,,,,,,,,
,"$11,000,000","$8,000,000","$10,465,000","$10,298,000","$8,000,000",South Sacramento County Streams,,,CA,Energy & Water,Corps of Engineers,"Construction, General",,Lungren; Matsui,R; D,CA; CA,,Boxer; Feinstein,D; D,CA; CA,President and Member(s),,,,
,"$700,000","$700,000","$700,000","$689,000","$700,000",San Gabriel Basic Project,,,CA,Energy & Water,Bureau of Reclamation,Water and Related Resources,,,,,,,,,President-Solo,,,,
,,"$3,050,000","$2,867,000","$2,867,000",,W. Kerr Scott Dam and Reservoir,,,NC,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",
,,"$12,612,000","$11,857,000","$11,857,000",,Sabine-Neches Waterway,,,TX,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",
,"$339,000","$339,000","$339,000","$334,000","$339,000",Sutter County,,,CA,Energy & Water,Corps of Engineers,General Investigations,,Herger,R,CA,,Feinstein,D,CA,President and Member(s),,,,
,,"$2,000,000","$1,842,000","$1,813,000",,Lake Worth Sand Transfer Plant,,,FL,Energy & Water,Corps of Engineers,"Construction, General",,,,,,"Nelson, Bill",D,FL,,,,This project was shifted from O&M to construction.,
,"$1,500,000",,"$1,500,000","$1,476,000",,Bioenergy Cooperative ethanol biomass fuel plant (IN),,,IN,Energy & Water,Department of Energy,Congressionally Directed Energy Efficiency and Renewable Energy Projects,,Visclosky,D,IN,1,Lugar,R,IN,,,,,
,,,$0,$0,$0,Lake Verret Assumption Parish,,,LA,Energy & Water,Corps of Engineers,Continuing Authorities Program; Aquatic Ecosystem Restoration (Section 206),,,,,,Landrieu,D,LA,,,,"$20,321,000 out of $30,000,000 allocated for this program was earmarked to specific projects; projects with unspecified funding levels are second priority for remaining funds. Senate included this project but with an unspecified funding amount.",
,,"$400,000","$200,000","$197,000",$0,Bloomsburg,,,PA,Energy & Water,Corps of Engineers,General Investigations,,Kanjorski,D,PA,,Casey; Specter,D; R,PA; PA,,,,,
,"$500,000",,"$500,000","$492,000",,University of Kentucky Biofuels Research Laboratory (KY),,,KY,Energy & Water,Department of Energy,Congressionally Directed Energy Efficiency and Renewable Energy Projects,,"Lewis, Ron",R,KY,2,,,,,,,,
,,"$120,000","$120,000","$118,000",,Goose Creek,,,MD,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,Cardin; Mikulski,D; D,MD; MD,,,,,
,"$500,000",,"$500,000","$492,000",,Texas A&M Green Campus Research Initiative (TX),,,TX,Energy & Water,Department of Energy,Congressionally Directed Energy Efficiency and Renewable Energy Projects,,Cuellar,D,TX,,,,,,,,,
,,,"$1,500,000","$1,476,000",,Central State HBCU,,,OH,Energy & Water,Department of Energy,Office of the Administrator (NNSA),,Hobson,R,OH,,,,,,,,,
,,"$3,455,000","$3,248,000","$3,248,000",,Santa Ana River Basin,,,CA,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",
,,"$300,000","$285,000","$280,000",$0,Santa Maria River,,,CA,Energy & Water,Corps of Engineers,"Construction, General",,Capps,D,CA,,Boxer; Feinstein,D; D,CA; CA,,,,,
,,"$1,056,000","$993,000","$993,000",,Sardis Lake,,,OK,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,Inhofe,R,OK,,O & M-Disclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",
,"$450,000","$350,000",,"$450,000",,"Northeast Louisiana Business and Community Devleopment Center, University of Louisiana at Monroe",Monroe,,LA,Financial Services,Small Business Administration,Salaries and Expenses,,Alexander,R,LA,5,Landrieu,D,LA,,,,,
,"$12,800,000","$12,800,000",,"$12,800,000","$12,800,000",Joint Operations Center,Washington,,DC,Financial Services,General Services Administration,Federal Buildings Fund; Repairs and Alterations,,,,,,,,,President-Solo,,,,
,"$231,000",,,"$282,000",,Expansion of the Incubator at the Purdue Technology Center of Northwest Indiana,Crown Point,,IN,Financial Services,Small Business Administration,,,Visclosky,D,IN,1,,,,,,,,
,"$250,000",,,"$400,000",,Ready to Work project in Ohio,Cleveland,,OH,Financial Services,Small Business Administration,,,Regula,R,OH,16,,,,,,,,
,,,,"$23,284,000",$0,"Donna/Rio Bravo International Bridge, Land Point of Entry",,,TX,Financial Services,General Services Administration,,,Hinojosa,D,TX,15,,,,,,,,
,"$231,000",,,"$282,000",,"Rockland Small Business Development Center, Small Business Employment Assistance",Spring Valley,,NY,Financial Services,Small Business Administration,,,Engel,D,NY,17,,,,,,,,
,,"$1,000,000",,"$1,000,000",,Wheeling Park Commission for a conference center at National Training Center for Public Facility Managers,Wheeling,,WV,Financial Services,Small Business Administration,Salaries and Expenses,,,,,,Byrd,D,WV,,,,,
,"$231,000",,,"$282,000",,"ARISE Foundation, Life-Management Skills Intervention/Re-entry Program for High Risk Youth",Washington,,DC,Financial Services,District of Columbia,,,Wasserman Schultz,D,FL,20,,,,,,,,
,"$231,000",,,"$282,000",,"University of Missouri, Kansas City, KCSource Link, Vet Link for small business development for veterans",Kansas City,,MO,Financial Services,Small Business Administration,,,"Cleaver; Moore, Dennis",D; D,MO; KS,5; 3,,,,,,,,
,"$125,000",,,"$125,000",,Rochester Tooling and Machining Association for workforce development programs,Rochester,,NY,Financial Services,Small Business Administration,,,Reynolds,R,NY,26,,,,,,,,
,"$131,000",,,"$182,000",,Boston Chinatown Neighborhood Center Workforce Development Initiative,Boston,,MA,Financial Services,Small Business Administration,,,Capuano,D,MA,8,,,,,,,,
,"$231,000",,,"$282,000",,"SER-Jobs for Progress National, Dual-Language Financial Literacy Technology Learning",Irving,,TX,Financial Services,Small Business Administration,,,Reyes,D,TX,16,,,,,,,,
,"$150,000",,,"$150,000",,St. Jerome's Church Community Center project for job skills training,Bronx,,NY,Financial Services,Small Business Administration,,,Serrano,D,NY,16,,,,,,,,
,"$81,000",,,"$132,000",,"Catalyst, Eastgate HOPE VI project",Washington,,DC,Financial Services,District of Columbia,,,Fattah,D,PA,2,,,,,,,,
,"$300,000",,,"$350,000",,Operation New Hope in Florida,Jacksonville,,FL,Financial Services,Small Business Administration,,,Crenshaw,R,FL,4,,,,,,,,
,"$231,000",,,"$282,000",,Hispanic Information and Telecommunications Network telecommunications pilot initiative for small business development,Brooklyn,,NY,Financial Services,Small Business Administration,,,Velazquez,D,NY,12,,,,,,,,
,"$231,000",,,"$282,000",,Commodity Development small business initiative,,Williamsburg,SC,Financial Services,Small Business Administration,,,Clyburn,D,SC,6,,,,,,,,
,"$231,000",,,"$282,000",,"Macomb County Department of Planning and Economic Development, Macomb County Business Accelerator",,Macomb,MI,Financial Services,Small Business Administration,,,Levin,D,MI,12,,,,,,,,
,"$50,000",,,"$100,000",,North Iowa Area Community College for a regional economic development organization,Mason City,,IA,Financial Services,Small Business Administration,,,Latham,R,IA,4,Grassley,R,IA,,,,,
,,,,"$3,000,000",,"Adjutant General's Office of Emergency Preparedness, for projects in Santee and Manning",,,SC,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Clyburn,D,SC,,,,,,,,,
,,,,"$184,619",,St. Mary's Government,,,MD,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Hoyer,D,MD,,,,,,,,,
,,,,"$30,000",,Butts County Public Works Department,,,GA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Marshall,D,GA,8,,,,,,,,
,,,,"$500,000",,"Regional Joint Readiness Center, Pittsburgh",,,PA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,"Altmire; Doyle; Murphy, Timothy",D; D; R,PA; PA; PA,,,,,,,,,
,,"$5,000,000","$4,000,000","$3,938,000",,James Campbell National Wildlife Refuge,,,HI,Interior,Fish and Wildlife Service,Land Acquisition,,Abercrombie; Hirono,D; D,HI; HI,,Akaka; Inouye,D; D,HI; HI,President and Member(s),,,Not found in President's budget,
,"$150,000",,"$150,000","$148,000",,"Carnegie Library, Darlington",Darlington,,SC,Interior,National Park Service,Save America's Treasures,,Spratt,D,SC,5,,,,,,,,
,"$264,000",,"$264,000","$260,000","$264,000","Tahoe National Forest, Bullards Bar Drinking Water System Reconstruction",,,CA,Interior,Forest Service,Construction,,,,,,,,,President-Solo,,,,
,,"$1,100,000","$1,100,000","$1,083,000",,Centerfield for drinking water improvement project,Centerfield,,UT,Interior,Environmental Protection Agency,State and Tribal Assistance Grants,,,,,,Bennett,R,UT,,,,,
,,"$137,000","$137,000","$135,000",,The City of Rexburg for wastewater and stormwater facilities project,Rexburg,,ID,Interior,Environmental Protection Agency,State and Tribal Assistance Grants,,,,,,Craig; Crapo,R; R,ID; ID,,,,,
,,,"$100,000","$98,000",,Esmeralda County for water system improvements,,Esmeralda,NV,Interior,Environmental Protection Agency,State and Tribal Assistance Grants,,,,,,Reid,D,NV,,,,,
,,"$800,000","$800,000","$788,000",,Three Rivers Wet Weather Demonstration Program for Continuation of the Wet Weather Demo Program,,,PA,Interior,Environmental Protection Agency,State and Tribal Assistance Grants,,Doyle,D,PA,14,Specter,R,PA,,,,,
,,"$900,000","$900,000","$886,000",,Hakalau National Wildlife Refuge - fencing (cc),,,HI,Interior,Fish and Wildlife Service,Construction,,,,,,Akaka; Inouye,D; D,HI; HI,,,,,
,"$884,000",,"$884,000","$870,000","$884,000","Idaho Panhandle National Forest, Avery Ranger Station Water/Wastewater Replacement",,,ID,Interior,Forest Service,Construction,,,,,,,,,President-Solo,,,,
,"$500,000",,"$500,000","$492,000",,St. Johns River Water Management District for Expansion of the Taylor Creek Reservoir,Palatka,,FL,Interior,Environmental Protection Agency,State and Tribal Assistance Grants,,Weldon,R,FL,15,Martinez,R,FL,,,,,
