ID,House Request,Senate Request,Pre-reduction Amt. (Omni),Final Amount,Budget Request,Description,City/Location,County,State,Bill,Bill Section,Bill Subsection,Project Heading (Defense Bill Only),House Requesting Member(s),House Party,House State,Dist.,Senate Requesting Member(s),Senate Party,Senate State,Presidential Earmarks,Undisclosed,Intended Recipient or Location,Notes,is_pork
1743,,"$3,000,000",,"$3,000,000",,Hawaii National Guard Counter-Drug Program,,,HI,Defense,Drug Interdiction and Counter-Drug Activity,Defense Wide,Counter Narcotics,,,,,Inouye,D,HI,,,,,1
110,,"$2,000,000",,"$2,000,000",,Brown Tree Snakes,,,HI,Defense,Defense Health Program,,Information Management,,,,,Inouye,D,HI,,,,,1
760,,"$44,200,000",,"$44,200,000",,Access to Joint Tanana Training Complex,,,AK,Defense,Operation and Maintenance,Defense Wide,Office Of Economic Adjustment,,,,,Stevens,R,AK,,,,,1
420,,"$11,000,000",,"$11,000,000",,Intermodal Marine Facility-Port of Anchorage,,,AK,Defense,Operation and Maintenance,Defense Wide,Office Of Economic Adjustment,,,,,Stevens,R,AK,,,,,1
297,,"$4,000,000",,"$3,200,000",,HAARP,,,UNK,Defense,RDTE,Air Force,Space Technology,,,,,Stevens,R,AK,,,,,1
499,,"$60,000,000",,"$54,000,000",,ABL Facility Restoration Program,Rocket Center,,WV,Defense,Weapons Procurement,Navy,Weapons Industrial Facilities,,,,,Byrd,D,WV,,,,,1
1464,,"$20,000,000",,"$18,000,000",,AFIP Records Digitization Program,,,UNK,Defense,Defense Health Program,,Consolidated Health Care Support,,,,,Byrd,D,WV,,,,,1
1855,,"$5,600,000",,"$5,600,000",,Joint Interagency Training and Education Center,,,UNK,Defense,Operation and Maintenance,Army Reserve National Guard,Force Readiness Operations Support,,,,,Byrd,D,WV,,,,,1
73,"$2,000,000",,,"$1,600,000",,Autonomous Marine Sensors and Networks for Rapid Littoral Assessment,Tampa,,FL,Defense,RDTE,Navy,Ocean Warfighting Environment Applied Research,"Young, Bill",R,FL,,,,,,,University of South Florida,,1
2639,,"$3,000,000",,"$2,400,000",,Economic production of coal-to-liquid fuels,,,UNK,Defense,RDTE,Defense Wide,Materials and Biological Technology,,,,,Byrd,D,WV,,,,,1
1037,,"$1,000,000",,"$900,000",,Electronic Commodity Program,,,UNK,Defense,RDTE,Army,Information Technology Development,,,,,Byrd,D,WV,,,,,1
798,"$39,000,000",,,"$39,000,000","$16,000,000",National Drug Intelligence Center (NDIC),Johnstown,,PA,Defense,Intel,,N/A,Murtha,D,PA,,,,,,,National Drug Intelligence Center,,1
1514,"$3,000,000",,,"$4,500,000",,Comprehensive Maritime Domain Awareness,St. Petersburg,,FL,Defense,RDTE,Defense Wide,Combating Terrorism Technology Support,"Young, Bill",R,FL,,,,,,,SRI,,1
1114,"$2,500,000",,,"$3,000,000",,Multi-Jurisdictional Counter-Drug Task Force Training,Largo,,FL,Defense,Drug Interdiction and Counter-Drug Activity,Defense Wide,Counter Narcotics,"Young, Bill",R,FL,,,,,,,St. Peterburg College,,1
1265,"$1,600,000",,,"$1,200,000",,Advanced Dynamic Optics Program,St. Petersburg,,FL,Defense,RDTE,Defense Wide,Microelectronic Technology Development and Support,"Young, Bill",R,FL,,,,,,,Eclipse Energy Systems,,1
1763,"$1,000,000",,,"$1,000,000",,Atmospheric Water Harvesting,St. Petersburg,,FL,Defense,RDTE,Navy,Warfighter Sustainment Applied Research,"Young, Bill",R,FL,,,,,,,Marine Desalination Systems,,1
533,Intel (No Numbers),,,"$5,000,000",,Center for Innovative Geospatial Technology,Redlands,,CA,Defense,Intel,,N/A,"Lewis, Jerry",R,CA,41,,,,,,Environmental Systems Research Institute (ESRI),,1
1908,"$3,000,000",,,"$2,400,000",,"National Eye Evaluation and Research Network, Clinical Trials of Orphan Retinal Degenerative Diseases",Owings Mills,,MD,Defense,RDTE,Army,Medical Advanced Technology,"Lewis, Jerry",R,CA,41,,,,,,National Neurovision Research Institute,,1
2243,"$3,000,000",,,"$2,400,000",,"National Center for Research on Evaluation, Standards, and Student Testing (CRESST) Skill Set Analysis (Note; Including $2M to support CRESST as a UARC for Educational and Training Technology Assessment)",Los Angeles,,CA,Defense,RDTE,Navy,Warfighter Sustainment Advanced Technology,"Lewis, Jerry",R,CA,41,,,,,,UCLA,,1
2075,"$2,000,000",,,"$1,600,000",,Microsatellite Serial Manufacturing,Los Angeles,,CA,Defense,RDTE,Air Force,Advanced Spacecraft Technology,"Lewis, Jerry",R,CA,41,,,,,,USC,,1
488,"$5,000,000",,,"$4,000,000",,Enhanced Detection Adjunct Processor,Chantilly,,VA,Defense,Other Procurement,Navy,Radar Support,Kaptur,D,OH,,,,,,,American Systems Corporation,,1
1417,"$3,000,000",,,"$2,400,000",,Center for Solar Electricity and Hydrogen,Toledo,,OH,Defense,RDTE,Air Force,Aerospace Propulsion,Kaptur,D,OH,,,,,,,University of Toledo,,1
1042,"$2,500,000",,,"$2,000,000",,Northern Ohio Integrated Command Operations Program,Toledo,,OH,Defense,RDTE,Army,Advanced Tank Armament System (ATAS),Kaptur,D,OH,,,,,,,Lucas County Commissioners,,1
1130,"$1,000,000",,,"$1,000,000",,Internal Base Facility Energy Independence - Wind/Turbine,Port Clinton,,OH,Defense,RDTE,Air Force,Facilities Restoration & Modernization - Test & Evaluation,Kaptur,D,OH,,,,,,,200th Red Horse Squadron of the Ohio National Guard,,1
1243,Intel (No Numbers),,,"$4,000,000",,Northwest Maritime Information and Littoral Operations Program,Sequim,,WA,Defense,Intel,,N/A,Dicks,D,WA,,,,,,,Battelle Marine Sciences Laboratory,,1
2724,"$1,500,000",,,"$1,200,000",,National Bureau For Asian Research,Seattle,,WA,Defense,General Provisions,,Section 8084,Dicks,D,WA,,,,,,,National Bureau For Asian Research,,1
1133,"$1,000,000",,,"$1,000,000",,Puget Sound Navy Museum,Keyport,,WA,Defense,Operation and Maintenance,Navy,Other personnel support,Dicks,D,WA,,,,,,,U.S. Naval Historical Center,,1
2601,"$6,000,000",,,"$4,800,000",,Jamaica Bay Unit of Gateway National Recreation Area,,,NY,Defense,General Provisions,,,Weiner,D,NY,9,,,,,,,,1
2919,,,,"$3,000,000",,First Tee,,,UNK,Defense,Operation and Maintenance,Defense Wide,Other Programs,Clyburn,D,SC,,,,,,,,,1
898,"$2,000,000",,,"$1,600,000",,Allen Telescope Array,Mountain View,,CA,Defense,Other Procurement,Navy,GPETE,Eshoo,D,CA,,,,,,,SETI Institute,,1
87,,"$2,000,000",,"$1,600,000",,Pat Roberts Intelligence Scholars Program (PRISP),,,UNK,Defense,RDTE,Defense Wide,Combatant Command Intelligence Operations,,,,,Roberts,R,KS,,,,,1
289,"$1,000,000",,,"$800,000",,Extended Shelf Life Produce for Remotely Deployed Forces,Davis,,CA,Defense,RDTE,Army,Warfighter Advanced Technology,"Thompson, Mike",D,CA,1,,,,,,Arcadia Biosciences,,1
119,"$588,000,000","$588,000,000",,"$588,000,000",,Accelerate second submarine procurement,,,UNK,Defense,Shipbuilding and Conversion,Navy,Virginia Class Submarine (AP-CY),,,,,,,,,Undisclosed,,,1
750,"$9,800,000",,,"$9,800,000",,Space Fence,,,UNK,Defense,RDTE,Air Force,,,,,,,,,,Undisclosed,,,1
324,,"$2,000,000","$1,880,000","$1,880,000",,Removal of Aquatic Growth,,,LA,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,Landrieu,D,LA,,O & M-Disclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the 2008 budget",1
473,,"$1,200,000","$1,200,000","$1,181,000",$0,Tulane Materials and Energy Research,,,LA,Energy & Water,Department of Energy,Congressionally Directed Science projects,,,,,,Landrieu,D,LA,,,,"The Senate bill described the earmark as US/China Energy and Environmental Center, Clean Coal Technologies, Tulane University",1
2905,,"$83,500,000","$83,500,000","$82,164,000",,"Columbia River Fish Mitigation, WA, OR & ID",,,ID; OR; WA,Energy & Water,Corps of Engineers,"Construction, General",,,,,,Murray,D,WA,,,,This project was shifted from O&M to construction.,1
959,,"$3,500,000","$3,500,000","$3,444,000",$0,Tar Creek Cleanup,,,OK,Energy & Water,Corps of Engineers,"Construction, General",,,,,,Inhofe,R,OK,,,,,1
1330,,"$1,000,000","$1,000,000","$984,000",$0,"University of Oklahoma, Large Scale Application of Single-Walled Carbon Nanotubes",Norman,,OK,Energy & Water,Department of Energy,Congressionally Directed Science projects,,,,,,Inhofe,R,OK,,,,,1
,,,"$205,000","$202,000",$0,Joe Creek restoration,,,OK,Energy & Water,Corps of Engineers,Continuing Authorities Program; Project Modifications for Improvement of the Environment (Section 1135),,,,,,Inhofe,R,OK,,,,"$10,661,000 out of $30,000,000 allocated for this program was earmarked to specific projects; projects with unspecified funding levels are second priority for remaining funds. Senate included projects without specific funding level in its bill.",1
896,,,"$22,000","$22,000",,Bartlesville Water Supply,,,OK,Energy & Water,Corps of Engineers,National Programs; Planning Assistance to States,,,,,,Inhofe,R,OK,,,,"Item was in Senate bill, but received no allocation.",1
382,,,"$250,000","$246,000",,Oklahoma Comprehensive Water Plan,,,OK,Energy & Water,Corps of Engineers,National Programs; Planning Assistance to States,,,,,,Inhofe,R,OK,,,,"This earmark was listed for priority for the $5,742,000 the Senate provided for this program, $1,192,000 over the President's request.",1
1543,,"$6,000,000","$6,000,000","$5,904,000",,"University of California, Institute for Molecular Medicine Radiation Research",Los Angeles,,CA,Energy & Water,Department of Energy,Congressionally Directed Science projects,,,,,,Stevens,R,AK,,,,,1
1290,,"$500,000","$500,000","$492,000",$0,Anchorage Harbor Deepening,,,AK,Energy & Water,Corps of Engineers,General Investigations,,,,,,Stevens,R,AK,,,,,1
1786,,"$500,000","$218,000","$215,000",$0,Kenai River Bluff Erosion,,,AK,Energy & Water,Corps of Engineers,General Investigations,,,,,,Stevens,R,AK,,,,,1
24,,"$2,000,000","$2,000,000","$1,968,000",,"Jackson State University, Bioengineering Research Training",Jackson,,MS,Energy & Water,Department of Energy,Congressionally Directed Science projects,,,,,,Cochran,R,MS,,,,,1
1982,,"$600,000","$600,000","$590,000",$0,"University of Mississippi, Research in areas of increasing efficiency by reducing the amount of contrast media needed for certain procedures",Jackson,,MS,Energy & Water,Department of Energy,Congressionally Directed Science projects,,,,,,Cochran,R,MS,,,,,1
1059,,"$4,000,000","$4,000,000","$3,936,000",$0,Center for Advanced Vehicular Systems (CAVS) at MSU,,,MS,Energy & Water,Department of Energy,Congressionally Directed Energy Efficiency and Renewable Energy Projects,,,,,,Cochran,R,MS,,,,,1
2024,,"$3,475,000","$2,725,000","$2,681,000",,"University of Nevada, Reno, Center for Materials Reliability (NV)",Reno,,NV,Energy & Water,Department of Energy,Defense Environmental Cleanup,,,,,,Reid,D,NV,,,,,1
2027,,"$3,000,000","$2,000,000","$1,968,000",$0,"University of Nevada, To the Department of Civil and Environmental Engineering for continued expansion of James E. Rogers and Louis Weiner Jr. Large-Scale Structures Laboratory",Reno,,NV,Energy & Water,Department of Energy,Defense Environmental Cleanup,,,,,,Reid,D,NV,,,,,1
2025,,,"$1,000,000","$984,000",,"University of Nevada, Reno, Fire Science Academy at Elko",Reno,,NV,Energy & Water,Department of Energy,Defense Environmental Cleanup,,,,,,Reid,D,NV,,,,,1
1689,,,"$750,000","$738,000",,"University of Nevada, Reno, Technology Transfer Inititiative",Reno,,NV,Energy & Water,Department of Energy,Defense Environmental Cleanup,,,,,,Reid,D,NV,,,,,1
658,,"$600,000","$600,000","$590,000",,Atomic Testing Museum for Operations and Maintenance,Las Vegas,,NV,Energy & Water,Department of Energy,Congressionally Directed Weapons Activities,,,,,,Reid,D,NV,,,,Operation and Maintenance,1
609,,"$1,600,000","$1,600,000","$1,574,000",,Cooperative Agreement Between the Department of Energy and Inyo County,,Inyo,CA,Energy & Water,Department of Energy,Congressionally Directed Weapons Activities,,,,,,Feinstein,D,CA,,,,,1
134,,"$250,000","$109,000","$107,000",$0,Humbolt Bay Long Term Sediment Management,,,CA,Energy & Water,Corps of Engineers,General Investigations,,,,,,Feinstein,D,CA,,,,,1
808,"$800,000",,"$800,000","$787,000",,Advanced Green Design for Museum of Natural History (MN),,,MN,Energy & Water,Department of Energy,Congressionally Directed Energy Efficiency and Renewable Energy Projects,,McCollum,D,MN,,,,,,,,,1
126,,,"$783,000","$770,000",$0,Oyster Revitalization in the Delaware bay,,,DE,Energy & Water,Corps of Engineers,Continuing Authorities Program; Project Modifications for Improvement of the Environment (Section 1135),,,,,,Biden; Carper,D; D,DE; DE,,,,"$10,661,000 out of $30,000,000 allocated for this program was earmarked to specific projects; projects with unspecified funding levels are second priority for remaining funds. Senate included projects without specific funding level in its bill.",1
284,,"$750,000","$750,000","$738,000",$0,"National Museum of Nuclear Science and History, for museum site",Albuquerque,,NM,Energy & Water,Department of Energy,Congressionally Directed Weapons Activities,,,,,,Domenici,R,NM,,,,,1
1626,,"$500,000","$500,000","$492,000",,"Rolls-Royce Fuel Cell Systems (US), Inc., Stark State College of Tech., Fuel Cell Prototyping Center, solid oxide fuel cell",Canton,,OH,Energy & Water,Department of Energy,Congressionally Directed Electricity Delivery and Energy Reliability Projects,,,,,,Brown; Voinovich,D; R,OH; OH,,,,,1
31,"$500,000",,"$500,000","$492,000",,Bulk Production of Metallic Glass (OH),,,OH,Energy & Water,Department of Energy,Congressionally Directed Science projects,,Kucinich,D,OH,,,,,,,,,1
,,"$500,000","$500,000","$492,000",$0,"Rocky Flats Cold War Museum, To recognize the work that went on at Rocky Flasts and those who contributed to the history",,,CO,Energy & Water,Legacy Management,Congressionally Directed Projects,,,,,,Allard,R,CO,,,,,1
663,"$200,000",,"$200,000","$197,000",,Green Building Technologies for Lakeview Museum (IL),,,IL,Energy & Water,Department of Energy,Congressionally Directed Science projects,,LaHood,R,IL,,,,,,,,,1
1098,,"$8,000,000",,"$8,000,000",,JFK Presidential Library,Boston,,MA,Financial Services,National Archives and Records Administration,Repairs and Restoration,,,,,,Kerry,D,MA,,,,,1
535,,"$1,000,000",,"$7,432,000",,Nixon Presidential Library,Yorba Linda,,CA,Financial Services,National Archives and Records Administration,Repairs and Restoration,,"Miller, Gary",R,CA,,Cochran,R,MS,,,,,1
307,,"$3,760,000",,"$3,760,000",,LBJ Presidential library,Austin,,TX,Financial Services,National Archives and Records Administration,Repairs and Restoration,,,,,,Hutchison,R,TX,,,,,1
249,,"$750,000",,"$750,000",,FDR Presidential Library,Hyde Park,,NY,Financial Services,National Archives and Records Administration,Repairs and Restoration,,Gillibrand,D,NY,20,Clinton; Reid; Schumer,D; D; D,NY; NV; NY,,,,,1
275,,"$2,000,000",,"$2,400,000",,Haddad Riverfront Park renovations,Charleston,,WV,Financial Services,Small Business Administration,Salaries and Expenses,,,,,,Byrd,D,WV,,,,,1
1283,"$500,000",,,"$625,000",,Historic Congressional Cemetery,Washington,,DC,Financial Services,Small Business Administration,,,"Lewis, Jerry",R,CA,41,,,,,,,,1
429,"$500,000",,,"$500,000",,Barracks Row,Washington,,DC,Financial Services,District of Columbia,,,"Lewis, Jerry",R,CA,41,,,,,,,,1
29,,,,"$187,500",,Calvert Country Government,,,MD,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Hoyer,D,MD,,,,,,,,,1
31,,,,"$990,000",,"Commonwealth of Pennsylvania, Department of Conservation and Natural Resources, Presque Isle State Park",,,PA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,English,R,PA,,,,,,,,,1
38,,,,"$500,000",,Onondaga County,,,NY,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Walsh,R,NY,25,,,,,,,,1
39,,,,"$1,000,000",,City of Haleyville,,,AL,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Aderholt,R,AL,4,,,,,,,,1
45,,,,"$200,000",,City of Coconut Creek,,,FL,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Klein,D,FL,,,,,,,,,1
50,,,,"$500,000",,Broward County,,,FL,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Wasserman Schultz,D,FL,20,,,,,,,,1
76,,,,"$1,000,000",,Monroe County Office of Emergency Preparedness,,,NY,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Kuhl,R,NY,,,,,,,,,1
108,,,,"$200,000",,Radford University,,,VA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Boucher,D,VA,,,,,,,,,1
121,,,,"$750,000",,"City of St. Petersburg, for facility hardening",,,FL,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,"Young, Bill",R,FL,,,,,,,,,1
153,,,,"$450,000",,Arrowhead Regional Development Commission,,,MN,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Oberstar,D,MN,,,,,,,,,1
213,,,,"$300,000",,City of Albany,,,GA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,"Bishop, Sanford",D,GA,2,,,,,,,,1
217,,,,"$1,000,000",,Harris County Flood Control District,,,TX,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Culberson,R,TX,,,,,,,,,1
237,,,,"$100,000",,Public Works Department of Winona County,,,MN,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Walz,D,MN,,,,,,,,,1
298,,,,"$3,000,000",,"Adjutant General's Office of Emergency Preparedness, for projects in Santee and Manning",,,SC,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Clyburn,D,SC,,,,,,,,,1
306,,,,"$184,619",,St. Mary's Government,,,MD,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Hoyer,D,MD,,,,,,,,,1
316,,,,"$30,000",,Butts County Public Works Department,,,GA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Marshall,D,GA,8,,,,,,,,1
328,,,,"$500,000",,"Regional Joint Readiness Center, Pittsburgh",,,PA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,"Altmire; Doyle; Murphy, Timothy",D; D; R,PA; PA; PA,,,,,,,,,1
366,,,,"$200,000",,City of Plymouth,,,IN,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Donnelly,D,IN,,,,,,,,,1
368,,,,"$1,000,000",,Los Angeles Unified School District,,,CA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Roybal-Allard,D,CA,,,,,,,,,1
392,,,,"$50,000",,Town of Epsom,,,NH,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Hodes,D,NH,,,,,,,,,1
447,,,,"$200,000",,Wayne County Commissioners,,,PA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Carney,D,PA,,,,,,,,,1
449,,,,"$550,000",,Town of Dyer,,,IN,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Visclosky,D,IN,1,,,,,,,,1
492,,,,"$30,000",,City of Elmsford,,,NY,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Lowey,D,NY,18,,,,,,,,1
521,,,,"$1,000,000",,Armstrong County,,,PA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Murtha,D,PA,,,,,,,,,1
522,,,,"$200,000",,Des Moines,,,IA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Boswell,D,IA,,,,,,,,,1
527,,,,"$50,000",,City of Monticello,,,GA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Marshall,D,GA,8,,,,,,,,1
537,,,,"$750,000",,Dalton Fire District,,,MA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Olver,D,MA,1,,,,,,,,1
562,,,,"$1,000,000",,Washington Military Department,,,WA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Dicks,D,WA,,,,,,,,,1
568,,,,"$650,000",,City of Cumberland,,,KY,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,"Rogers, Harold",R,KY,,,,,,,,,1
591,,,,"$200,000",,City of Aravada,,,CO,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Perlmutter,D,CO,,,,,,,,,1
592,,,,"$75,000",,City of Ashburn,,,GA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Marshall,D,GA,8,,,,,,,,1
622,,,,"$300,000",,Sumter Country Commission,,,GA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,"Bishop, Sanford",D,GA,2,,,,,,,,1
645,,,,"$100,000",,Franklin Regional Council of Governments,,,MA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Olver,D,MA,1,,,,,,,,1
698,,,,"$1,000,000",,Department of Emergency Management for the City and County of San Francisco,,,CA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Pelosi,D,CA,,,,,,,,,1
727,,,,"$250,000",,Jackson County Board of Supervisors,,,MS,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Taylor,D,MS,,,,,,,,,1
748,,,,"$505,000",,City of Norwalk,,,CT,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Shays,R,CT,,,,,,,,,1
752,,,,"$200,000",,"Local Emergency Planning Committee, Town of Needham",,,MA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Lynch,D,MA,9,,,,,,,,1
754,,,,"$1,000,000",,City of Georgetown,,,TX,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Carter,R,TX,,,,,,,,,1
809,,,,"$75,000",,City of Fitzgerald,,,GA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Marshall,D,GA,8,,,,,,,,1
886,,,,"$430,000",,Southeast Missouri State University,,,MO,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Emerson,R,MO,,,,,,,,,1
888,,,,"$3,400,000",,North Carolina Department of Crime Control and Public Safety,,,NC,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,"Price, David",D,NC,,,,,,,,,1
930,,,,"$65,000",,City of Cudahy,,,CA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Roybal-Allard,D,CA,,,,,,,,,1
959,,,,"$200,000",,City of Neodesha,,,KS,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Boyda,D,KS,,,,,,,,,1
1052,,,,"$1,000,000",,Northampton and Lehigh Counties,,,PA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Dent,R,PA,,,,,,,,,1
1058,,,,"$200,000",,Chatham County Emergency Management,,,GA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Barrow,D,GA,,,,,,,,,1
1064,,,,"$200,000",,Holmes County Commission,,,OH,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Space,D,OH,,,,,,,,,1
1066,,,,"$90,000",,Public Works Department of the City of Santa Cruz,,,CA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Farr,D,CA,,,,,,,,,1
1141,,,,"$1,350,000",,Town of Martin,,,KY,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,"Rogers, Harold",R,KY,,,,,,,,,1
1164,,,,"$94,000",,Town of Clifton Park,,,NY,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Gillibrand,D,NY,,,,,,,,,1
1201,,,,"$260,000",,Arlington County,,,VA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,"Moran, James",D,VA,,,,,,,,,1
1251,,,,"$500,000",,City of Myrtle Beach,,,SC,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,"Brown, Henry",R,SC,,,,,,,,,1
1261,,,,"$250,000",,City of Hampton,,,VA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Drake,R,VA,,,,,,,,,1
1304,,,,"$250,000",,Santa Clara County,,,CA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Honda,D,CA,,,,,,,,,1
1321,,,,"$1,600,000",,City of Detroit,,,MI,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Kilpatrick,D,MI,,,,,,,,,1
1445,,,,"$500,000",,Pierce County,,,WA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Reichert,R,WA,,,,,,,,,1
1451,,,,"$600,000",,City of Del Rio,,,TX,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Rodriguez,D,TX,,,,,,,,,1
1459,,,,"$500,000",,City of Greensburg,,,KY,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,"Lewis, Ron",R,KY,2,,,,,,,,1
1468,,,,"$200,000",,City of Louisville's Emergency Management Agency,,,KY,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Yarmuth,D,KY,,,,,,,,,1
1470,,,,"$13,600",,City of Los Angeles,,,CA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Roybal-Allard,D,CA,,,,,,,,,1
1471,,,,"$625,000",,City of Kannapolis,,,NC,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Hayes,R,NC,,,,,,,,,1
1478,,,,"$1,000,000",,City of St. Joseph,,,MO,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Graves,R,MO,,,,,,,,,1
1488,,,,"$106,500",,Charles Country Government,,,MD,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Hoyer,D,MD,,,,,,,,,1
1561,,,,"$630,000",,City of Stanley,,,WI,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Obey,D,WI,7,,,,,,,,1
1638,,,,"$250,000",,Yardley Borough,,,PA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,"Murphy, Patrick",D,PA,8,,,,,,,,1
1696,,,,"$1,500,000",,San Bernardino County Fire Department,,,CA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,"Lewis, Jerry",R,CA,41,,,,,,,,1
1752,,,,"$100,000",,City of Los Angeles,,,CA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Roybal-Allard,D,CA,,,,,,,,,1
1804,,,,"$1,000,000",,"Sandy Creek Township, City of Franklin",,,PA,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,"Peterson, John",R,PA,,,,,,,,,1
1848,,,,"$40,000",,Bosque County,,,TX,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Edwards,D,TX,,,,,,,,,1
1937,,,,"$1,600,000",,North Carolina Department of Crime Control and Public Safety,,,NC,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,"Price, David",D,NC,,,,,,,,,1
1947,,,,"$100,000",,City of Alpine,,,TX,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Rodriguez,D,TX,,,,,,,,,1
1970,,,,"$215,000",,Jasper County Government,,,IN,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Visclosky,D,IN,1,,,,,,,,1
2010,,,,"$100,000",,City of St. Charles,,,MN,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Walz,D,MN,,,,,,,,,1
2034,,,,"$1,000,000",,Lehman College,,,NY,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Serrano,D,NY,,,,,,,,,1
2086,,,,"$200,000",,"Ludlowville Flood Mitigation Project, New York State Emergency Management Office",,,NY,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Arcuri,D,NY,,,,,,,,,1
2103,,,,"$1,000,000",,City of Fort Worth,,,TX,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Granger,R,TX,,,,,,,,,1
2160,,,,"$200,000",,"University of Kentucky, Department of Civil Engineering",,,KY,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,"Rogers, Harold",R,KY,,,,,,,,,1
2161,,,,"$500,000",,"Williamsburg Lake, Grant and Pendleton counties",,,KY,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,"Davis, Geoff",R,KY,,,,,,,,,1
